val_auc,val_ap,val_acc,val_f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7357490111117085,0.6929677064736025,0.6711664740732346,0.6530877372230656,1759530019,,True,1,7fda0_00010,2025-10-03_22-20-19,1047.9151690006256,1047.9151690006256,140591,ip-172-31-45-141.us-west-2.compute.internal,172.31.45.141,1047.9151690006256,1
