val_auc,val_ap,val_acc,val_f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7298693968211737,0.6865877831006213,0.6653441304947243,0.647194329814251,1760047061,,True,1,9da0c_00001,2025-10-09_21-57-41,149.9240038394928,149.9240038394928,38760,ip-172-31-45-141.us-west-2.compute.internal,172.31.45.141,149.9240038394928,1
