val_auc,val_ap,val_acc,val_f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7384211391116787,0.6959422574116241,0.67169465641507,0.6548251778251414,1759533445,,True,1,7fda0_00013,2025-10-03_23-17-25,1044.6267771720886,1044.6267771720886,154677,ip-172-31-45-141.us-west-2.compute.internal,172.31.45.141,1044.6267771720886,1
