val_auc,val_ap,val_acc,val_f1,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7349667546782216,0.69216136398229,0.6716086854710508,0.6540224640491281,1759544602,,True,1,57bc5_00001,2025-10-04_02-23-22,182.55595707893372,182.55595707893372,174322,ip-172-31-45-141.us-west-2.compute.internal,172.31.45.141,182.55595707893372,1
